"sex","age","lx","qx","dx","Lx","Tx","ex","year"
1,86,10813,0.16672,1803,9911,45867,4.24,"1996"
1,87,9010,0.17912,1614,8203,35956,3.99,"1996"
1,88,7396,0.19229,1422,6685,27753,3.75,"1996"
1,89,5974,0.20626,1232,5358,21068,3.53,"1996"
1,90,4742,0.22105,1048,4218,15710,3.31,"1996"
1,91,3694,0.23667,875,3256,11492,3.11,"1996"
1,92,2819,0.25313,713,2463,8236,2.92,"1996"
1,93,2106,0.27045,570,1821,5773,2.74,"1996"
1,94,1536,0.28861,443,1315,3952,2.57,"1996"
1,95,1093,0.30762,336,925,2637,2.41,"1996"
1,96,757,0.32747,248,633,1712,2.26,"1996"
1,97,509,0.34812,177,420,1079,2.12,"1996"
1,98,332,0.36956,123,270,659,1.98,"1996"
1,99,209,0.39175,82,168,389,1.86,"1996"
1,100,127,0.41463,53,101,221,1.74,"1996"
2,0,1e+05,0.0109,1090,99036,7657453,76.57,"1996"
2,1,98910,0.00063,62,98876,7558417,76.42,"1996"
2,2,98848,0.00042,42,98827,7459541,75.46,"1996"
2,3,98806,0.00029,29,98792,7360714,74.5,"1996"
2,4,98777,0.00024,23,98766,7261922,73.52,"1996"
2,5,98754,0.00023,23,98742,7163156,72.54,"1996"
2,6,98731,0.00022,22,98720,7064414,71.55,"1996"
2,7,98709,0.00019,19,98699,6965694,70.57,"1996"
2,8,98690,0.00017,17,98682,6866995,69.58,"1996"
2,9,98673,0.00016,15,98666,6768313,68.59,"1996"
2,10,98658,0.00015,15,98650,6669647,67.6,"1996"
2,11,98643,0.00015,15,98635,6570997,66.61,"1996"
2,12,98628,0.00016,16,98620,6472362,65.62,"1996"
2,13,98612,0.00018,17,98603,6373742,64.63,"1996"
2,14,98595,0.00022,22,98584,6275139,63.65,"1996"
2,15,98573,0.00027,27,98559,6176555,62.66,"1996"
2,16,98546,0.00031,30,98531,6077996,61.68,"1996"
2,17,98516,0.00033,33,98499,5979465,60.7,"1996"
2,18,98483,0.00034,34,98466,5880966,59.72,"1996"
2,19,98449,0.00033,33,98433,5782500,58.74,"1996"
2,20,98416,0.00033,32,98400,5684067,57.76,"1996"
2,21,98384,0.00032,31,98368,5585667,56.77,"1996"
2,22,98353,0.00033,33,98337,5487299,55.79,"1996"
2,23,98320,0.00035,34,98303,5388962,54.81,"1996"
2,24,98286,0.00036,35,98268,5290659,53.83,"1996"
2,25,98251,0.00037,36,98233,5192391,52.85,"1996"
2,26,98215,0.00038,38,98196,5094158,51.87,"1996"
2,27,98177,4e-04,38,98158,4995962,50.89,"1996"
2,28,98139,0.00043,42,98118,4897804,49.91,"1996"
2,29,98097,0.00047,46,98074,4799686,48.93,"1996"
2,30,98051,0.00051,50,98026,4701612,47.95,"1996"
2,31,98001,0.00056,54,97974,4603586,46.97,"1996"
2,32,97947,0.00061,60,97917,4505612,46,"1996"
2,33,97887,0.00068,67,97854,4407695,45.03,"1996"
2,34,97820,0.00075,73,97784,4309841,44.06,"1996"
2,35,97747,0.00085,83,97705,4212057,43.09,"1996"
2,36,97664,0.00095,93,97618,4114352,42.13,"1996"
2,37,97571,0.00107,104,97519,4016734,41.17,"1996"
2,38,97467,0.00121,117,97408,3919215,40.21,"1996"
2,39,97350,0.00136,133,97283,3821807,39.26,"1996"
2,40,97217,0.00153,149,97143,3724524,38.31,"1996"
2,41,97068,0.00172,167,96985,3627381,37.37,"1996"
2,42,96901,0.00192,186,96808,3530396,36.43,"1996"
2,43,96715,0.00213,206,96612,3433588,35.5,"1996"
2,44,96509,0.00235,227,96395,3336976,34.58,"1996"
2,45,96282,0.00257,247,96159,3240581,33.66,"1996"
2,46,96035,0.0028,269,95901,3144422,32.74,"1996"
2,47,95766,0.00305,292,95620,3048521,31.83,"1996"
2,48,95474,0.00331,316,95316,2952901,30.93,"1996"
2,49,95158,0.0036,343,94987,2857585,30.03,"1996"
2,50,94815,0.00391,370,94630,2762598,29.14,"1996"
2,51,94445,0.00424,400,94245,2667968,28.25,"1996"
2,52,94045,0.00458,431,93830,2573723,27.37,"1996"
2,53,93614,0.00494,463,93383,2479893,26.49,"1996"
2,54,93151,0.00534,497,92903,2386510,25.62,"1996"
2,55,92654,0.00575,533,92388,2293607,24.75,"1996"
2,56,92121,0.0062,571,91836,2201219,23.89,"1996"
2,57,91550,0.0067,613,91244,2109383,23.04,"1996"
2,58,90937,0.00727,661,90606,2018139,22.19,"1996"
2,59,90276,0.00794,716,89918,1927533,21.35,"1996"
2,60,89560,0.00874,783,89168,1837615,20.52,"1996"
2,61,88777,0.00969,861,88347,1748447,19.69,"1996"
2,62,87916,0.0108,949,87442,1660100,18.88,"1996"
2,63,86967,0.01205,1048,86443,1572658,18.08,"1996"
2,64,85919,0.0134,1151,85344,1486215,17.3,"1996"
2,65,84768,0.01485,1259,84139,1400871,16.53,"1996"
2,66,83509,0.0164,1369,82824,1316732,15.77,"1996"
2,67,82140,0.0181,1487,81396,1233908,15.02,"1996"
2,68,80653,0.02002,1615,79846,1152512,14.29,"1996"
2,69,79038,0.02223,1757,78160,1072666,13.57,"1996"
2,70,77281,0.02484,1920,76321,994506,12.87,"1996"
2,71,75361,0.02787,2100,74311,918185,12.18,"1996"
2,72,73261,0.0313,2293,72115,843874,11.52,"1996"
2,73,70968,0.03515,2494,69721,771759,10.87,"1996"
2,74,68474,0.03931,2692,67128,702038,10.25,"1996"
2,75,65782,0.0438,2881,64341,634910,9.65,"1996"
2,76,62901,0.04874,3066,61368,570569,9.07,"1996"
2,77,59835,0.0543,3249,58210,509201,8.51,"1996"
2,78,56586,0.06076,3439,54866,450991,7.97,"1996"
2,79,53147,0.06823,3626,51334,396125,7.45,"1996"
2,80,49521,0.07673,3800,47621,344791,6.96,"1996"
2,81,45721,0.08622,3942,43750,297170,6.5,"1996"
2,82,41779,0.09622,4020,39769,253420,6.07,"1996"
2,83,37759,0.10675,4030,35744,213651,5.66,"1996"
2,84,33729,0.11787,3976,31741,177907,5.27,"1996"
2,85,29753,0.12919,3844,27831,146166,4.91,"1996"
2,86,25909,0.14251,3692,24063,118335,4.57,"1996"
2,87,22217,0.15689,3486,20474,94272,4.24,"1996"
2,88,18731,0.17237,3229,17117,73798,3.94,"1996"
2,89,15502,0.18897,2929,14038,56681,3.66,"1996"
2,90,12573,0.20673,2599,11273,42643,3.39,"1996"
2,91,9974,0.22565,2251,8848,31370,3.15,"1996"
2,92,7723,0.24574,1898,6774,22522,2.92,"1996"
2,93,5825,0.267,1555,5048,15748,2.7,"1996"
2,94,4270,0.2894,1236,3652,10700,2.51,"1996"
2,95,3034,0.31294,949,2559,7048,2.32,"1996"
2,96,2085,0.33755,704,1733,4489,2.15,"1996"
2,97,1381,0.36319,502,1130,2756,2,"1996"
2,98,879,0.38978,342,708,1626,1.85,"1996"
2,99,537,0.41723,224,425,918,1.71,"1996"
2,100,313,0.44545,140,243,493,1.58,"1996"
1,0,1e+05,0.01092,1092,99029,6844680,68.45,"1997"
1,1,98908,0.00057,56,98880,6745651,68.2,"1997"
1,2,98851,0.00046,45,98829,6646771,67.24,"1997"
1,3,98806,0.00037,36,98788,6547943,66.27,"1997"
1,4,98770,0.00029,29,98755,6449155,65.29,"1997"
1,5,98740,0.00025,25,98728,6350400,64.31,"1997"
1,6,98716,0.00023,23,98704,6251672,63.33,"1997"
1,7,98693,0.00024,23,98681,6152968,62.34,"1997"
1,8,98670,0.00024,24,98658,6054286,61.36,"1997"
1,9,98646,0.00024,23,98634,5955629,60.37,"1997"
1,10,98622,0.00023,23,98611,5856994,59.39,"1997"
1,11,98600,0.00024,23,98588,5758383,58.4,"1997"
1,12,98576,0.00025,25,98564,5659795,57.42,"1997"
1,13,98551,0.00028,28,98537,5561231,56.43,"1997"
1,14,98523,0.00034,33,98507,5462694,55.45,"1997"
1,15,98490,0.00045,44,98468,5364187,54.46,"1997"
1,16,98446,0.00063,62,98415,5265719,53.49,"1997"
1,17,98384,0.00089,88,98340,5167304,52.52,"1997"
1,18,98296,0.00114,112,98240,5068965,51.57,"1997"
1,19,98183,0.0013,128,98120,4970725,50.63,"1997"
1,20,98056,0.00136,133,97989,4872605,49.69,"1997"
1,21,97922,0.00136,133,97856,4774616,48.76,"1997"
1,22,97789,0.00136,133,97723,4676761,47.82,"1997"
1,23,97657,0.00135,132,97591,4579037,46.89,"1997"
1,24,97525,0.00137,134,97458,4481447,45.95,"1997"
1,25,97391,0.00143,139,97321,4383989,45.01,"1997"
1,26,97251,0.0015,146,97178,4286668,44.08,"1997"
1,27,97105,0.00158,154,97028,4189489,43.14,"1997"
1,28,96951,0.00166,161,96871,4092461,42.21,"1997"
1,29,96791,0.00174,168,96707,3995590,41.28,"1997"
1,30,96622,0.00184,178,96534,3898883,40.35,"1997"
1,31,96445,0.00195,188,96351,3802350,39.43,"1997"
1,32,96256,0.0021,202,96156,3705999,38.5,"1997"
1,33,96055,0.00227,218,95946,3609843,37.58,"1997"
1,34,95837,0.00247,236,95719,3513897,36.67,"1997"
1,35,95601,0.00271,259,95471,3418178,35.75,"1997"
1,36,95342,0.00299,285,95200,3322707,34.85,"1997"
1,37,95057,0.00331,315,94900,3227507,33.95,"1997"
1,38,94742,0.00367,348,94568,3132608,33.06,"1997"
1,39,94394,0.00407,384,94202,3038040,32.18,"1997"
1,40,94011,0.00448,421,93800,2943837,31.31,"1997"
1,41,93589,0.00492,460,93359,2850037,30.45,"1997"
1,42,93129,0.00538,501,92878,2756678,29.6,"1997"
1,43,92628,0.00588,544,92355,2663800,28.76,"1997"
1,44,92083,0.00641,591,91788,2571445,27.93,"1997"
1,45,91492,0.007,640,91172,2479657,27.1,"1997"
1,46,90852,0.00764,694,90505,2388485,26.29,"1997"
1,47,90158,0.00834,751,89782,2297980,25.49,"1997"
1,48,89406,0.00908,811,89001,2208198,24.7,"1997"
1,49,88595,0.00986,874,88158,2119197,23.92,"1997"
1,50,87721,0.01068,937,87253,2031039,23.15,"1997"
1,51,86784,0.01154,1002,86283,1943786,22.4,"1997"
1,52,85783,0.01244,1067,85249,1857503,21.65,"1997"
1,53,84715,0.0134,1136,84147,1772254,20.92,"1997"
1,54,83580,0.01446,1208,82975,1688107,20.2,"1997"
1,55,82371,0.01562,1286,81728,1605131,19.49,"1997"
1,56,81085,0.01691,1371,80399,1523403,18.79,"1997"
1,57,79714,0.01835,1462,78982,1443004,18.1,"1997"
1,58,78251,0.0199,1557,77473,1364021,17.43,"1997"
1,59,76694,0.02157,1654,75867,1286549,16.78,"1997"
1,60,75040,0.02332,1750,74165,1210682,16.13,"1997"
1,61,73290,0.02515,1843,72368,1136517,15.51,"1997"
1,62,71447,0.02707,1934,70480,1064149,14.89,"1997"
1,63,69513,0.02914,2026,68500,993669,14.29,"1997"
1,64,67487,0.03139,2118,66428,925170,13.71,"1997"
1,65,65368,0.03379,2209,64264,858742,13.14,"1997"
1,66,63160,0.03638,2298,62011,794478,12.58,"1997"
1,67,60862,0.03916,2383,59671,732467,12.03,"1997"
1,68,58479,0.04208,2461,57249,672796,11.5,"1997"
1,69,56018,0.04515,2529,54754,615548,10.99,"1997"
1,70,53489,0.04843,2591,52194,560794,10.48,"1997"
1,71,50899,0.05202,2648,49575,508600,9.99,"1997"
1,72,48251,0.05593,2698,46902,459025,9.51,"1997"
1,73,45553,0.06014,2739,44183,412123,9.05,"1997"
1,74,42813,0.06476,2772,41427,367940,8.59,"1997"
1,75,40041,0.06976,2793,38644,326513,8.15,"1997"
1,76,37248,0.0752,2801,35847,287869,7.73,"1997"
1,77,34446,0.08126,2799,33047,252022,7.32,"1997"
1,78,31647,0.08813,2789,30253,218975,6.92,"1997"
1,79,28858,0.09589,2767,27475,188722,6.54,"1997"
1,80,26091,0.10438,2723,24730,161248,6.18,"1997"
1,81,23368,0.11346,2651,22042,136518,5.84,"1997"
1,82,20717,0.12248,2537,19448,114476,5.53,"1997"
1,83,18179,0.13144,2390,16984,95028,5.23,"1997"
1,84,15790,0.14055,2219,14680,78043,4.94,"1997"
1,85,13570,0.14907,2023,12559,63363,4.67,"1997"
1,86,11547,0.16015,1849,10623,50804,4.4,"1997"
1,87,9698,0.17195,1668,8864,40182,4.14,"1997"
1,88,8031,0.18449,1482,7290,31317,3.9,"1997"
1,89,6549,0.1978,1295,5901,24028,3.67,"1997"
1,90,5254,0.21188,1113,4697,18126,3.45,"1997"
1,91,4140,0.22678,939,3671,13429,3.24,"1997"
1,92,3201,0.24249,776,2813,9758,3.05,"1997"
1,93,2425,0.25902,628,2111,6945,2.86,"1997"
1,94,1797,0.27639,497,1549,4834,2.69,"1997"
1,95,1300,0.29459,383,1109,3285,2.53,"1997"
1,96,917,0.31361,288,773,2176,2.37,"1997"
1,97,630,0.33344,210,525,1403,2.23,"1997"
1,98,420,0.35405,149,345,878,2.09,"1997"
1,99,271,0.37542,102,220,533,1.97,"1997"
1,100,169,0.39752,67,136,313,1.85,"1997"
2,0,1e+05,0.0093,930,99181,7699162,76.99,"1997"
2,1,99070,0.00052,52,99044,7599981,76.71,"1997"
2,2,99018,0.00038,38,99000,7500936,75.75,"1997"
2,3,98981,0.00028,28,98967,7401937,74.78,"1997"
2,4,98953,0.00022,22,98942,7302969,73.8,"1997"
2,5,98931,0.00021,21,98921,7204027,72.82,"1997"
2,6,98910,0.00022,21,98900,7105106,71.83,"1997"
2,7,98889,0.00021,21,98879,7006207,70.85,"1997"
2,8,98869,0.00018,18,98860,6907328,69.86,"1997"
2,9,98850,0.00015,15,98843,6808468,68.88,"1997"
2,10,98835,0.00014,13,98829,6709625,67.89,"1997"
2,11,98822,0.00013,13,98815,6610797,66.9,"1997"
2,12,98809,0.00015,14,98802,6511981,65.9,"1997"
2,13,98794,0.00017,17,98786,6413180,64.91,"1997"
2,14,98777,0.00022,22,98766,6314394,63.93,"1997"
2,15,98755,0.00027,26,98742,6215628,62.94,"1997"
2,16,98729,0.00031,30,98714,6116885,61.96,"1997"
2,17,98699,0.00034,34,98682,6018172,60.98,"1997"
2,18,98665,0.00035,34,98648,5919490,60,"1997"
2,19,98631,0.00033,33,98614,5820842,59.02,"1997"
2,20,98598,0.00031,30,98583,5722228,58.04,"1997"
2,21,98567,0.00031,30,98552,5623645,57.05,"1997"
2,22,98537,0.00032,32,98521,5525093,56.07,"1997"
2,23,98505,0.00033,32,98489,5426571,55.09,"1997"
2,24,98473,0.00033,32,98457,5328082,54.11,"1997"
2,25,98441,0.00034,34,98424,5229625,53.12,"1997"
2,26,98407,0.00037,36,98389,5131201,52.14,"1997"
2,27,98371,4e-04,39,98351,5032812,51.16,"1997"
2,28,98331,0.00043,42,98310,4934461,50.18,"1997"
2,29,98289,0.00046,45,98267,4836150,49.2,"1997"
2,30,98244,0.00049,48,98220,4737884,48.23,"1997"
2,31,98196,0.00052,51,98171,4639664,47.25,"1997"
2,32,98145,0.00057,56,98117,4541493,46.27,"1997"
2,33,98089,0.00063,62,98058,4443375,45.3,"1997"
2,34,98027,0.00072,70,97992,4345317,44.33,"1997"
2,35,97957,0.00082,80,97917,4247325,43.36,"1997"
2,36,97877,0.00093,91,97831,4149408,42.39,"1997"
2,37,97786,0.00105,102,97735,4051576,41.43,"1997"
2,38,97684,0.00117,114,97627,3953841,40.48,"1997"
2,39,97569,0.00131,128,97506,3856215,39.52,"1997"
2,40,97442,0.00146,142,97371,3758709,38.57,"1997"
2,41,97300,0.00163,158,97221,3661339,37.63,"1997"
2,42,97142,0.00182,176,97053,3564118,36.69,"1997"
2,43,96965,0.00202,196,96867,3467064,35.76,"1997"
2,44,96769,0.00225,217,96660,3370197,34.83,"1997"
2,45,96551,0.00249,240,96431,3273537,33.9,"1997"
2,46,96311,0.00275,265,96179,3177106,32.99,"1997"
2,47,96046,0.00303,291,95901,3080927,32.08,"1997"
2,48,95755,0.00333,319,95596,2985026,31.17,"1997"
2,49,95436,0.00364,348,95262,2889431,30.28,"1997"
2,50,95088,0.00397,378,94899,2794169,29.38,"1997"
2,51,94710,0.00431,408,94506,2699269,28.5,"1997"
2,52,94302,0.00465,439,94083,2604763,27.62,"1997"
2,53,93864,0.00501,471,93628,2510680,26.75,"1997"
2,54,93393,0.0054,504,93141,2417052,25.88,"1997"
2,55,92889,0.00581,540,92619,2323911,25.02,"1997"
2,56,92349,0.00627,579,92059,2231292,24.16,"1997"
2,57,91770,0.00676,620,91460,2139233,23.31,"1997"
2,58,91150,0.00731,666,90817,2047773,22.47,"1997"
2,59,90484,0.00792,717,90125,1956956,21.63,"1997"
2,60,89767,0.00864,775,89379,1866831,20.8,"1997"
2,61,88992,0.00947,843,88570,1777452,19.97,"1997"
2,62,88149,0.01044,920,87689,1688881,19.16,"1997"
2,63,87228,0.01157,1009,86724,1601193,18.36,"1997"
2,64,86220,0.01284,1107,85666,1514469,17.57,"1997"
2,65,85113,0.01425,1213,84506,1428803,16.79,"1997"
2,66,83900,0.01582,1327,83236,1344296,16.02,"1997"
2,67,82573,0.01757,1451,81847,1261060,15.27,"1997"
2,68,81122,0.0195,1582,80331,1179212,14.54,"1997"
2,69,79540,0.02168,1724,78678,1098882,13.82,"1997"
2,70,77816,0.02412,1877,76877,1020204,13.11,"1997"
2,71,75938,0.02695,2046,74915,943327,12.42,"1997"
2,72,73892,0.03017,2229,72777,868412,11.75,"1997"
2,73,71663,0.0338,2422,70452,795634,11.1,"1997"
2,74,69241,0.0379,2624,67929,725183,10.47,"1997"
2,75,66617,0.04241,2825,65204,657254,9.87,"1997"
2,76,63791,0.04736,3021,62280,592050,9.28,"1997"
2,77,60770,0.05285,3212,59164,529770,8.72,"1997"
2,78,57558,0.05901,3397,55860,470606,8.18,"1997"
2,79,54161,0.06604,3577,52373,414746,7.66,"1997"
2,80,50584,0.07393,3740,48715,362373,7.16,"1997"
2,81,46845,0.08271,3875,44908,313658,6.7,"1997"
2,82,42970,0.09213,3959,40991,268751,6.25,"1997"
2,83,39012,0.10215,3985,37019,227760,5.84,"1997"
2,84,35027,0.11284,3952,33050,190741,5.45,"1997"
2,85,31074,0.12388,3850,29150,157691,5.07,"1997"
2,86,27225,0.13666,3721,25364,128541,4.72,"1997"
2,87,23504,0.15047,3537,21736,103177,4.39,"1997"
2,88,19967,0.16535,3302,18317,81441,4.08,"1997"
2,89,16666,0.18133,3022,15155,63124,3.79,"1997"
2,90,13644,0.19844,2707,12290,47969,3.52,"1997"
2,91,10936,0.21669,2370,9751,35679,3.26,"1997"
2,92,8567,0.23609,2023,7555,25928,3.03,"1997"
2,93,6544,0.25665,1680,5704,18373,2.81,"1997"
2,94,4865,0.27836,1354,4187,12668,2.6,"1997"
2,95,3510,0.3012,1057,2982,8481,2.42,"1997"
2,96,2453,0.32512,798,2054,5499,2.24,"1997"
2,97,1656,0.35009,580,1366,3445,2.08,"1997"
2,98,1076,0.37604,405,874,2079,1.93,"1997"
2,99,671,0.40289,270,536,1205,1.8,"1997"
2,100,401,0.43055,173,315,669,1.67,"1997"
1,0,1e+05,0.01034,1034,99076,6886506,68.87,"1998"
1,1,98966,0.00051,51,98940,6787431,68.58,"1998"
1,2,98915,0.00041,40,98894,6688491,67.62,"1998"
1,3,98874,0.00032,32,98858,6589596,66.65,"1998"
1,4,98842,0.00027,26,98829,6490738,65.67,"1998"
1,5,98816,0.00024,24,98804,6391909,64.68,"1998"
1,6,98792,0.00024,23,98781,6293104,63.7,"1998"
1,7,98769,0.00023,23,98757,6194324,62.72,"1998"
1,8,98746,0.00022,22,98735,6095566,61.73,"1998"
1,9,98724,0.00022,21,98713,5996831,60.74,"1998"
1,10,98702,0.00022,22,98692,5898118,59.76,"1998"
1,11,98681,0.00022,22,98670,5799426,58.77,"1998"
1,12,98659,0.00023,23,98648,5700756,57.78,"1998"
1,13,98637,0.00028,27,98623,5602108,56.8,"1998"
1,14,98609,0.00037,37,98591,5503485,55.81,"1998"
1,15,98573,0.00051,50,98548,5404894,54.83,"1998"
1,16,98523,0.00068,67,98489,5306347,53.86,"1998"
1,17,98456,0.00088,86,98413,5207857,52.9,"1998"
1,18,98370,0.00107,105,98317,5109444,51.94,"1998"
1,19,98264,0.00121,118,98205,5011127,51,"1998"
1,20,98146,0.00127,124,98084,4912922,50.06,"1998"
1,21,98021,0.00131,129,97957,4814839,49.12,"1998"
1,22,97893,0.00136,133,97826,4716882,48.18,"1998"
1,23,97760,0.00137,134,97693,4619055,47.25,"1998"
1,24,97626,0.00133,130,97562,4521362,46.31,"1998"
1,25,97497,0.00131,127,97433,4423801,45.37,"1998"
1,26,97370,0.00133,130,97305,4326367,44.43,"1998"
1,27,97240,0.00142,138,97171,4229063,43.49,"1998"
1,28,97102,0.00154,149,97027,4131892,42.55,"1998"
1,29,96952,0.00166,161,96872,4034865,41.62,"1998"
1,30,96791,0.00176,171,96706,3937993,40.69,"1998"
1,31,96621,0.00187,181,96530,3841287,39.76,"1998"
1,32,96440,0.002,193,96343,3744756,38.83,"1998"
1,33,96247,0.00216,208,96143,3648413,37.91,"1998"
1,34,96039,0.00237,227,95925,3552270,36.99,"1998"
1,35,95812,0.00261,250,95686,3456345,36.07,"1998"
1,36,95561,0.0029,277,95423,3360659,35.17,"1998"
1,37,95284,0.00321,306,95131,3265236,34.27,"1998"
1,38,94978,0.00354,336,94810,3170105,33.38,"1998"
1,39,94642,0.0039,369,94457,3075295,32.49,"1998"
1,40,94273,0.00428,404,94071,2980837,31.62,"1998"
1,41,93870,0.00471,442,93649,2886766,30.75,"1998"
1,42,93428,0.00518,484,93186,2793117,29.9,"1998"
1,43,92944,0.0057,529,92679,2699931,29.05,"1998"
1,44,92414,0.00626,578,92125,2607252,28.21,"1998"
1,45,91836,0.00684,628,91522,2515127,27.39,"1998"
1,46,91208,0.00743,677,90870,2423605,26.57,"1998"
1,47,90531,0.00804,728,90167,2332735,25.77,"1998"
1,48,89803,0.0087,781,89413,2242568,24.97,"1998"
1,49,89022,0.00942,839,88603,2153155,24.19,"1998"
1,50,88183,0.01024,903,87732,2064553,23.41,"1998"
1,51,87280,0.01116,974,86793,1976821,22.65,"1998"
1,52,86306,0.01218,1051,85781,1890027,21.9,"1998"
1,53,85255,0.01326,1131,84690,1804247,21.16,"1998"
1,54,84125,0.01439,1211,83519,1719557,20.44,"1998"
1,55,82914,0.01557,1291,82268,1636038,19.73,"1998"
1,56,81623,0.01679,1370,80938,1553769,19.04,"1998"
1,57,80253,0.01809,1451,79527,1472831,18.35,"1998"
1,58,78801,0.01949,1536,78033,1393304,17.68,"1998"
1,59,77265,0.02104,1625,76453,1315271,17.02,"1998"
1,60,75640,0.02271,1718,74781,1238819,16.38,"1998"
1,61,73922,0.02454,1814,73015,1164038,15.75,"1998"
1,62,72108,0.02649,1910,71153,1091023,15.13,"1998"
1,63,70198,0.02856,2005,69196,1019870,14.53,"1998"
1,64,68194,0.03076,2098,67145,950674,13.94,"1998"
1,65,66096,0.03314,2190,65001,883529,13.37,"1998"
1,66,63905,0.03568,2280,62765,818528,12.81,"1998"
1,67,61625,0.03842,2367,60442,755763,12.26,"1998"
1,68,59258,0.04135,2450,58033,695321,11.73,"1998"
1,69,56808,0.0445,2528,55544,637288,11.22,"1998"
1,70,54280,0.04783,2596,52982,581744,10.72,"1998"
1,71,51684,0.05136,2654,50356,528762,10.23,"1998"
1,72,49029,0.05516,2704,47677,478406,9.76,"1998"
1,73,46325,0.05924,2744,44953,430729,9.3,"1998"
1,74,43580,0.06356,2770,42196,385776,8.85,"1998"
1,75,40811,0.06819,2783,39419,343581,8.42,"1998"
1,76,38028,0.07317,2783,36636,304162,8,"1998"
1,77,35245,0.0786,2770,33860,267525,7.59,"1998"
1,78,32475,0.08469,2750,31099,233666,7.2,"1998"
1,79,29724,0.09157,2722,28363,202566,6.81,"1998"
1,80,27002,0.09929,2681,25662,174203,6.45,"1998"
1,81,24321,0.10777,2621,23011,148541,6.11,"1998"
1,82,21700,0.11626,2523,20439,125530,5.78,"1998"
1,83,19177,0.12481,2394,17980,105092,5.48,"1998"
1,84,16784,0.13345,2240,15664,87111,5.19,"1998"
1,85,14544,0.14137,2056,13516,71447,4.91,"1998"
1,86,12488,0.15156,1893,11541,57932,4.64,"1998"
1,87,10595,0.16239,1721,9735,46390,4.38,"1998"
1,88,8875,0.17389,1543,8103,36655,4.13,"1998"
1,89,7331,0.18608,1364,6649,28552,3.89,"1998"
1,90,5967,0.19898,1187,5373,21903,3.67,"1998"
1,91,4780,0.21262,1016,4272,16530,3.46,"1998"
1,92,3764,0.227,854,3336,12258,3.26,"1998"
1,93,2909,0.24214,704,2557,8922,3.07,"1998"
1,94,2205,0.25806,569,1920,6365,2.89,"1998"
1,95,1636,0.27475,449,1411,4444,2.72,"1998"
1,96,1186,0.29221,347,1013,3033,2.56,"1998"
1,97,840,0.31044,261,709,2020,2.41,"1998"
1,98,579,0.32944,191,484,1311,2.26,"1998"
1,99,388,0.34917,136,320,827,2.13,"1998"
1,100,253,0.36962,93,206,507,2,"1998"
2,0,1e+05,0.00861,861,99225,7734247,77.34,"1998"
2,1,99139,0.00052,51,99114,7635022,77.01,"1998"
2,2,99088,0.00034,33,99071,7535908,76.05,"1998"
2,3,99055,0.00022,22,99044,7436837,75.08,"1998"
2,4,99033,0.00019,19,99023,7337793,74.09,"1998"
2,5,99014,0.00019,19,99004,7238770,73.11,"1998"
2,6,98995,0.00019,19,98985,7139765,72.12,"1998"
2,7,98976,0.00017,17,98968,7040780,71.14,"1998"
2,8,98959,0.00015,15,98952,6941813,70.15,"1998"
2,9,98944,0.00015,15,98937,6842861,69.16,"1998"
2,10,98929,0.00016,16,98921,6743924,68.17,"1998"
2,11,98914,0.00016,15,98906,6645003,67.18,"1998"
2,12,98898,0.00015,15,98891,6546097,66.19,"1998"
2,13,98883,0.00015,15,98876,6447206,65.2,"1998"
2,14,98868,0.00019,18,98859,6348330,64.21,"1998"
2,15,98850,0.00023,23,98839,6249471,63.22,"1998"
2,16,98827,0.00028,27,98814,6150632,62.24,"1998"
2,17,98800,0.00031,31,98784,6051819,61.25,"1998"
2,18,98769,0.00034,33,98752,5953035,60.27,"1998"
2,19,98736,0.00033,33,98719,5854282,59.29,"1998"
2,20,98703,0.00033,32,98687,5755563,58.31,"1998"
2,21,98670,0.00033,32,98654,5656877,57.33,"1998"
2,22,98638,0.00034,34,98621,5558222,56.35,"1998"
2,23,98604,0.00035,35,98587,5459601,55.37,"1998"
2,24,98570,0.00035,35,98552,5361014,54.39,"1998"
2,25,98535,0.00036,35,98517,5262462,53.41,"1998"
2,26,98499,0.00037,36,98481,5163945,52.43,"1998"
2,27,98463,0.00039,38,98444,5065464,51.45,"1998"
2,28,98425,0.00041,40,98405,4967020,50.47,"1998"
2,29,98385,0.00043,42,98363,4868616,49.49,"1998"
2,30,98342,0.00046,46,98319,4770252,48.51,"1998"
2,31,98297,5e-04,49,98272,4671933,47.53,"1998"
2,32,98247,0.00055,54,98220,4573661,46.55,"1998"
2,33,98193,0.00062,61,98162,4475441,45.58,"1998"
2,34,98132,7e-04,69,98097,4377279,44.61,"1998"
2,35,98063,8e-04,78,98024,4279181,43.64,"1998"
2,36,97985,0.00091,89,97941,4181157,42.67,"1998"
2,37,97896,0.00103,101,97846,4083217,41.71,"1998"
2,38,97796,0.00116,114,97739,3985371,40.75,"1998"
2,39,97682,0.00131,128,97618,3887632,39.8,"1998"
2,40,97554,0.00146,143,97483,3790014,38.85,"1998"
2,41,97412,0.00163,159,97332,3692531,37.91,"1998"
2,42,97253,0.00181,176,97165,3595199,36.97,"1998"
2,43,97077,0.002,194,96980,3498034,36.03,"1998"
2,44,96883,0.00221,214,96776,3401054,35.1,"1998"
2,45,96668,0.00245,236,96550,3304278,34.18,"1998"
2,46,96432,0.0027,260,96302,3207728,33.26,"1998"
2,47,96172,0.00298,287,96028,3111426,32.35,"1998"
